Zeit [h],Temperatur [°C],Globalstrahlung [kWh/m²],Heizwärmebedarf [kWh]
8139,5.00,0.00,3.68
8140,4.98,0.00,4.00
8141,4.97,0.00,4.28
8142,5.02,0.00,4.48
8143,5.05,0.00,21.78
8144,5.23,0.00,20.20
8145,5.30,0.00,2.13
8146,5.58,0.01,2.84
8147,6.02,0.03,2.33
8148,6.33,0.09,1.99
8149,6.88,0.08,1.89
8150,6.80,0.12,2.62
8151,6.72,0.11,2.74
8152,6.35,0.09,2.66
8153,6.10,0.06,21.00
8154,5.77,0.00,19.78
8155,5.48,0.00,18.97
8156,5.35,0.00,18.40
8157,5.35,0.00,17.89
8158,5.20,0.00,17.50
8159,5.00,0.00,0.46
8160,4.15,0.00,1.68
8161,2.63,0.00,3.16
8162,1.62,0.00,4.17
8163,1.22,0.00,4.75
8164,0.87,0.00,5.29
8165,1.23,0.00,5.44
8166,1.60,0.00,5.53
8167,1.73,0.00,22.78
8168,1.57,0.00,21.33
8169,1.68,0.00,3.21
8170,2.15,0.01,3.86
8171,2.95,0.05,3.95
8172,3.78,0.08,4.02
8173,4.80,0.07,3.93
8174,5.60,0.06,4.03
8175,6.30,0.01,3.90
8176,6.32,0.03,3.96
8177,6.13,0.04,21.50
8178,5.53,0.00,20.16
8179,5.32,0.00,19.35
8180,5.73,0.00,18.51
8181,6.35,0.00,17.72
8182,6.82,0.00,17.06
8183,7.03,0.00,0.15
8184,7.30,0.00,0.68
8185,7.40,0.00,1.40
8186,6.40,0.00,2.31
8187,5.23,0.00,3.17
8188,4.33,0.00,3.89
8189,3.50,0.00,4.54
8190,3.20,0.00,4.90
8191,3.37,0.00,22.16
8192,2.85,0.00,20.87
8193,2.98,0.00,2.79
8194,1.03,0.01,4.22
8195,1.25,0.04,4.75
8196,2.32,0.08,4.59
8197,2.82,0.10,4.73
8198,3.15,0.06,4.91
8199,3.28,0.04,5.11
8200,2.65,0.03,5.55
8201,1.43,0.02,23.42
8202,1.45,0.00,21.98
8203,1.32,0.00,21.03
8204,1.30,0.00,20.34
8205,0.35,0.00,20.19
8206,-0.10,0.00,19.99
8207,0.58,0.00,2.29
8208,0.55,0.00,3.58
8209,0.60,0.00,4.39
8210,0.12,0.00,5.15
8211,-0.28,0.00,5.73
8212,-0.47,0.00,6.12
8213,-1.08,0.00,6.69
8214,-1.03,0.00,6.95
8215,-0.52,0.00,24.09
8216,-0.37,0.00,22.49
8217,0.00,0.00,4.31
8218,0.68,0.01,4.86
8219,0.73,0.04,5.20
8220,0.87,0.08,5.11
8221,1.00,0.12,5.26
8222,1.35,0.12,5.73
8223,1.28,0.06,6.22
8224,1.10,0.00,6.43
8225,1.22,0.03,23.84
8226,1.05,0.00,22.40
8227,1.05,0.00,21.45
8228,1.33,0.00,20.67
8229,1.53,0.00,20.02
8230,1.30,0.00,19.66
8231,1.13,0.00,2.32
8232,1.12,0.00,3.61
8233,1.02,0.00,4.50
8234,0.98,0.00,5.07
8235,0.90,0.00,5.52
8236,0.90,0.00,5.85
8237,1.00,0.00,6.09
8238,1.15,0.00,6.28
8239,1.37,0.00,23.51
8240,1.42,0.00,21.95
8241,0.47,0.00,4.18
8242,-0.38,0.00,5.56
8243,-0.13,0.02,6.04
8244,0.40,0.04,6.08
8245,1.08,0.06,5.70
8246,2.05,0.12,5.12
8247,4.12,0.11,5.07
8248,4.95,0.05,5.10
8249,6.87,0.02,21.70
8250,7.45,0.00,19.91
8251,6.17,0.00,19.31
8252,6.32,0.00,18.71
8253,5.42,0.00,18.43
8254,5.97,0.00,17.86
8255,6.22,0.00,0.55
8256,6.35,0.00,1.48
8257,6.15,0.00,2.36
8258,5.37,0.00,3.19
8259,5.05,0.00,3.73
8260,4.57,0.00,4.28
8261,4.57,0.00,4.56
8262,4.62,0.00,4.76
8263,4.87,0.00,21.98
8264,5.22,0.00,20.33
8265,5.82,0.00,2.12
8266,7.00,0.00,1.91
8267,7.43,0.05,2.36
8268,7.50,0.08,2.66
8269,8.70,0.09,2.55
8270,10.43,0.10,1.51
8271,10.37,0.11,1.98
8272,10.23,0.08,1.88
8273,10.02,0.04,19.81
8274,9.88,0.00,18.42
8275,8.30,0.00,17.92
8276,7.50,0.00,17.77
8277,7.35,0.00,17.24
8278,6.68,0.00,17.03
8279,6.07,0.00,0.29
8280,4.53,0.00,1.58
8281,2.52,0.00,3.36
8282,1.88,0.00,4.21
8283,2.12,0.00,4.60
8284,2.70,0.00,4.67
8285,2.83,0.00,4.85
8286,2.65,0.00,5.12
8287,2.68,0.00,22.49
8288,2.88,0.00,20.91
8289,3.33,0.00,2.65
8290,3.68,0.00,2.21
8291,4.12,0.04,2.32
8292,4.17,0.08,2.92
8293,4.25,0.12,3.13
8294,4.38,0.13,3.42
8295,4.07,0.11,3.86
8296,3.57,0.08,4.59
8297,2.70,0.04,22.46
8298,1.73,0.00,21.40
8299,0.82,0.00,20.88
8300,0.52,0.00,20.40
8301,1.13,0.00,19.64
8302,1.88,0.00,18.92
8303,2.38,0.00,1.38
8304,2.68,0.00,2.43
8305,2.67,0.00,3.25
8306,2.83,0.00,3.80
8307,2.98,0.00,4.08
8308,2.58,0.00,4.59
8309,2.33,0.00,4.95
8310,1.83,0.00,5.47
8311,2.73,0.00,22.47
8312,3.15,0.00,20.73
8313,3.38,0.00,2.64
8314,3.65,0.00,3.32
8315,2.77,0.03,4.18
8316,2.38,0.04,4.58
8317,2.10,0.09,4.23
8318,1.38,0.12,4.95
8319,1.88,0.11,4.63
8320,2.80,0.08,5.29
8321,4.13,0.01,22.20
8322,4.40,0.00,20.59
8323,4.90,0.00,19.46
8324,5.38,0.00,18.58
8325,5.63,0.00,17.92
8326,5.73,0.00,17.45
8327,5.67,0.00,0.39
8328,5.58,0.00,1.31
8329,5.82,0.00,2.10
8330,5.72,0.00,2.66
8331,5.18,0.00,3.28
8332,5.15,0.00,3.62
8333,5.08,0.00,3.93
8334,5.05,0.00,4.20
8335,5.20,0.00,21.43
8336,4.80,0.00,20.10
8337,5.17,0.00,1.99
8338,5.65,0.00,2.42
8339,5.70,0.04,2.75
8340,4.58,0.08,3.35
8341,5.10,0.11,3.19
8342,5.17,0.13,3.26
8343,5.02,0.11,4.15
8344,5.13,0.01,4.28
8345,4.98,0.03,21.83
8346,4.95,0.00,20.35
8347,5.03,0.00,19.35
8348,5.03,0.00,18.64
8349,4.60,0.00,18.27
8350,4.23,0.00,17.98
8351,4.17,0.00,0.80
8352,4.15,0.00,1.86
8353,4.25,0.00,2.69
8354,4.02,0.00,3.29
8355,3.82,0.00,3.81
8356,3.52,0.00,4.24
8357,3.83,0.00,4.46
8358,4.07,0.00,4.54
8359,3.58,0.00,22.01
8360,2.90,0.00,20.81
8361,2.98,0.00,2.80
8362,3.77,0.00,3.46
8363,4.15,0.00,3.84
8364,4.48,0.02,4.20
8365,4.97,0.01,4.28
8366,4.78,0.00,4.51
8367,4.83,0.01,4.74
8368,4.65,0.01,4.98
8369,4.33,0.01,22.39
8370,3.92,0.00,21.04
8371,3.47,0.00,20.20
8372,3.35,0.00,19.59
8373,3.38,0.00,19.02
8374,3.30,0.00,18.60
8375,3.22,0.00,1.32
8376,3.20,0.00,2.48
8377,2.88,0.00,3.43
8378,2.88,0.00,4.02
8379,3.08,0.00,4.35
8380,3.08,0.00,4.65
8381,2.97,0.00,4.97
8382,2.93,0.00,5.23
8383,2.92,0.00,22.55
8384,2.88,0.00,21.05
8385,3.00,0.00,2.96
8386,3.63,0.00,3.17
8387,4.50,0.04,3.46
8388,4.93,0.08,2.82
8389,5.12,0.11,3.14
8390,4.62,0.12,3.03
8391,4.03,0.11,4.27
8392,4.00,0.06,4.21
8393,3.88,0.05,22.16
8394,3.93,0.00,20.73
8395,3.83,0.00,19.83
8396,3.87,0.00,19.16
8397,3.70,0.00,18.69
8398,3.62,0.00,18.29
8399,3.28,0.00,1.15
8400,3.30,0.00,2.28
8401,3.27,0.00,3.15
8402,3.13,0.00,3.74
8403,2.73,0.00,4.31
8404,2.37,0.00,4.76
8405,2.03,0.00,5.21
8406,1.67,0.00,5.59
8407,1.40,0.00,23.04
8408,1.42,0.00,21.56
8409,1.67,0.00,3.40
8410,2.13,0.00,4.26
8411,2.42,0.00,4.57
8412,2.57,0.04,4.56
8413,2.33,0.10,4.58
8414,2.18,0.13,4.88
8415,2.43,0.11,5.42
8416,2.37,0.02,5.70
8417,2.42,0.03,23.13
8418,2.47,0.00,21.60
8419,2.40,0.00,20.65
8420,2.30,0.00,20.00
8421,2.20,0.00,19.53
8422,2.15,0.00,19.10
8423,2.08,0.00,1.76
8424,1.95,0.00,3.03
8425,1.08,0.00,4.16
8426,0.42,0.00,5.08
8427,0.53,0.00,5.45
8428,0.58,0.00,5.79
8429,0.82,0.00,5.97
8430,0.98,0.00,6.14
8431,1.22,0.00,23.37
8432,1.42,0.00,21.79
8433,1.70,0.00,3.61
8434,1.98,0.00,4.39
8435,2.35,0.03,4.63
8436,2.70,0.07,4.73
8437,2.90,0.09,4.93
8438,3.15,0.08,5.02
8439,3.33,0.08,4.75
8440,3.15,0.08,5.48
8441,3.07,0.03,22.98
8442,3.07,0.00,21.50
8443,2.97,0.00,20.57
8444,2.80,0.00,19.95
8445,2.70,0.00,19.48
8446,2.73,0.00,19.03
8447,2.68,0.00,1.67
8448,2.72,0.00,2.88
8449,2.80,0.00,3.69
8450,2.78,0.00,4.25
8451,2.87,0.00,4.62
8452,2.80,0.00,4.96
8453,2.80,0.00,5.23
8454,2.85,0.00,5.47
8455,2.92,0.00,22.73
8456,2.95,0.00,21.23
8457,3.28,0.00,3.03
8458,3.60,0.00,3.84
8459,4.13,0.02,4.09
8460,4.42,0.05,4.40
8461,4.85,0.04,4.21
8462,5.13,0.09,4.36
8463,5.28,0.07,4.56
8464,5.22,0.04,4.63
8465,5.10,0.04,22.23
8466,5.03,0.00,20.76
8467,5.05,0.00,19.78
8468,4.90,0.00,19.11
8469,4.72,0.00,18.67
8470,4.70,0.00,18.22
8471,4.70,0.00,0.96
8472,4.63,0.00,2.07
8473,4.78,0.00,2.86
8474,4.75,0.00,3.40
8475,4.70,0.00,3.82
8476,4.70,0.00,4.14
8477,4.75,0.00,4.39
8478,4.88,0.00,4.55
8479,4.85,0.00,21.88
8480,4.92,0.00,20.34
8481,5.05,0.00,2.27
8482,5.30,0.00,3.11
8483,5.68,0.00,3.48
8484,5.88,0.02,3.59
8485,6.15,0.06,3.72
8486,6.38,0.06,3.83
8487,6.38,0.05,4.02
8488,6.38,0.05,4.30
8489,6.37,0.02,21.67
8490,6.30,0.00,20.17
8491,6.28,0.00,19.17
8492,6.30,0.00,18.46
8493,6.28,0.00,17.91
8494,6.30,0.00,17.44
8495,6.30,0.00,0.35
8496,6.38,0.00,1.20
8497,6.30,0.00,2.08
8498,6.33,0.00,2.61
8499,6.35,0.00,2.98
8500,6.43,0.00,3.28
8501,6.37,0.00,3.55
8502,6.50,0.00,3.74
8503,6.63,0.00,20.98
8504,6.83,0.00,19.39
8505,7.03,0.00,1.38
8506,7.52,0.00,1.85
8507,7.80,0.04,1.90
8508,7.92,0.08,2.67
8509,8.20,0.00,2.93
8510,8.48,0.00,2.48
8511,8.40,0.10,2.00
8512,8.22,0.08,2.62
8513,8.02,0.05,20.44
8514,8.00,0.00,19.03
8515,8.00,0.00,18.06
8516,8.02,0.00,17.38
8517,8.10,0.00,16.80
8518,8.03,0.00,16.36
8519,8.03,0.00,0.05
8520,8.00,0.00,0.40
8521,8.05,0.00,0.96
8522,8.13,0.00,1.46
8523,8.20,0.00,1.83
8524,8.28,0.00,2.12
8525,8.23,0.00,2.39
8526,8.33,0.00,2.60
8527,8.45,0.00,19.85
8528,8.55,0.00,18.28
8529,8.70,0.00,0.48
8530,8.98,0.00,0.99
8531,9.57,0.01,1.39
8532,10.00,0.01,1.49
8533,10.28,0.03,1.59
8534,10.25,0.04,1.64
8535,10.15,0.07,1.92
8536,9.95,0.04,2.28
8537,9.62,0.01,19.75
8538,9.42,0.00,18.32
8539,9.12,0.00,17.40
8540,8.78,0.00,16.85
8541,8.85,0.00,16.29
8542,8.68,0.00,15.85
8543,8.72,0.00,0.01
8544,8.53,0.00,0.20
8545,8.43,0.00,0.62
8546,8.30,0.00,1.10
8547,8.23,0.00,1.56
8548,8.25,0.00,1.86
8549,8.38,0.00,2.10
8550,8.43,0.00,2.29
8551,8.42,0.00,19.61
8552,8.73,0.00,18.00
8553,8.75,0.00,0.31
8554,8.73,0.00,0.13
8555,8.70,0.03,0.14
8556,9.02,0.05,0.28
8557,9.03,0.06,0.43
8558,9.13,0.06,0.48
8559,9.23,0.05,0.44
8560,9.03,0.07,0.83
8561,8.95,0.04,18.30
8562,8.62,0.00,17.22
8563,8.65,0.00,16.41
8564,8.60,0.00,15.81
8565,8.67,0.00,15.32
8566,8.60,0.00,14.92
8567,8.52,0.00,0.00
8568,8.35,0.00,0.04
8569,8.23,0.00,0.28
8570,8.23,0.00,0.55
8571,8.37,0.00,0.77
8572,8.28,0.00,1.07
8573,8.12,0.00,1.36
8574,7.98,0.00,1.63
8575,8.02,0.00,18.96
8576,7.95,0.00,17.50
8577,7.90,0.00,0.18
8578,7.87,0.00,0.48
8579,8.02,0.04,0.78
8580,8.13,0.07,1.05
8581,8.37,0.08,0.92
8582,8.47,0.12,1.01
8583,8.50,0.11,0.58
8584,8.52,0.09,1.10
8585,8.38,0.04,18.86
8586,8.32,0.00,17.56
8587,8.22,0.00,16.68
8588,7.97,0.00,16.16
8589,7.55,0.00,15.82
8590,7.38,0.00,15.47
8591,7.25,0.00,0.01
8592,7.00,0.00,0.18
8593,7.08,0.00,0.57
8594,7.13,0.00,0.88
8595,6.85,0.00,1.32
8596,6.63,0.00,1.76
8597,6.45,0.00,2.15
8598,6.32,0.00,2.47
8599,6.08,0.00,19.88
8600,5.73,0.00,18.55
8601,5.33,0.00,0.89
8602,5.07,0.00,1.72
8603,4.85,0.02,2.47
8604,4.63,0.01,2.84
8605,4.58,0.05,3.07
8606,4.48,0.06,3.41
8607,4.28,0.04,3.73
8608,4.15,0.03,4.16
8609,3.82,0.00,21.60
8610,3.55,0.00,20.22
8611,3.42,0.00,19.29
8612,3.40,0.00,18.66
8613,3.87,0.00,17.97
8614,4.25,0.00,17.35
8615,3.80,0.00,0.48
8616,3.10,0.00,1.64
8617,3.17,0.00,2.53
8618,3.87,0.00,2.85
8619,4.48,0.00,3.01
8620,5.18,0.00,3.08
8621,6.13,0.00,2.98
8622,6.37,0.00,3.09
8623,7.70,0.00,19.93
8624,7.93,0.00,18.31
8625,8.22,0.00,0.42
8626,7.50,0.00,0.52
8627,7.22,0.04,0.97
8628,7.02,0.08,0.81
8629,6.67,0.10,1.28
8630,6.22,0.11,1.69
8631,5.88,0.12,2.16
8632,5.88,0.09,2.19
8633,6.00,0.05,20.31
8634,6.05,0.00,18.96
8635,6.17,0.00,18.01
8636,6.32,0.00,17.32
8637,5.73,0.00,16.96
8638,4.57,0.00,17.01
8639,4.15,0.00,0.38
8640,5.43,0.00,0.71
8641,5.78,0.00,1.39
8642,6.25,0.00,1.72
8643,6.37,0.00,2.10
8644,6.38,0.00,2.37
8645,5.57,0.00,3.00
8646,5.42,0.00,3.36
8647,5.88,0.00,20.51
8648,6.15,0.00,18.89
8649,6.40,0.00,0.95
8650,6.60,0.00,1.50
8651,6.58,0.03,1.17
8652,7.07,0.08,1.27
8653,6.43,0.12,1.49
8654,6.20,0.11,1.94
8655,6.28,0.12,2.21
8656,5.32,0.09,3.23
8657,4.77,0.03,21.11
8658,4.95,0.00,19.66
8659,5.33,0.00,18.50
8660,4.75,0.00,18.05
8661,4.32,0.00,17.73
8662,4.15,0.00,17.39
8663,4.00,0.00,0.43
8664,4.22,0.00,1.25
8665,4.48,0.00,1.98
8666,4.20,0.00,2.65
8667,3.97,0.00,3.16
8668,3.58,0.00,3.65
8669,3.30,0.00,4.09
8670,3.30,0.00,4.34
8671,3.30,0.00,21.67
8672,3.38,0.00,20.16
8673,3.43,0.00,2.15
8674,3.62,0.00,3.04
8675,3.80,0.00,3.14
8676,3.77,0.07,3.51
8677,4.22,0.09,3.60
8678,3.93,0.08,4.06
8679,3.57,0.05,4.16
8680,2.77,0.08,4.41
8681,2.05,0.05,22.56
8682,1.98,0.00,21.21
8683,1.75,0.00,20.38
8684,1.90,0.00,19.64
8685,1.93,0.00,19.14
8686,2.35,0.00,18.58
8687,2.32,0.00,1.25
8688,1.87,0.00,2.58
8689,2.02,0.00,3.44
8690,2.35,0.00,3.86
8691,2.48,0.00,4.20
8692,2.35,0.00,4.59
8693,2.25,0.00,4.92
8694,2.28,0.00,5.16
8695,2.50,0.00,22.42
8696,2.63,0.00,20.86
8697,2.62,0.00,2.83
8698,2.98,0.00,2.72
8699,2.85,0.04,3.33
8700,2.88,0.08,4.17
8701,3.03,0.05,3.61
8702,3.05,0.12,4.06
8703,1.67,0.11,5.02
8704,0.78,0.07,5.38
8705,0.90,0.05,23.27
8706,1.17,0.00,21.79
8707,2.08,0.00,20.51
8708,2.85,0.00,19.53
8709,3.87,0.00,18.61
8710,4.15,0.00,17.98
8711,3.47,0.00,1.04
8712,4.27,0.00,1.86
8713,3.92,0.00,2.77
8714,4.10,0.00,3.31
8715,4.03,0.00,3.72
8716,3.97,0.00,4.11
8717,4.07,0.00,4.34
8718,4.78,0.00,4.36
8719,5.22,0.00,21.46
8720,5.47,0.00,19.84
8721,5.82,0.00,1.75
8722,6.35,0.00,1.15
8723,7.75,0.04,0.87
8724,11.12,0.08,0.35
8725,12.92,0.09,0.19
8726,13.58,0.11,0.16
8727,13.95,0.10,0.08
8728,13.88,0.08,0.14
8729,13.75,0.04,16.61
8730,12.95,0.00,15.75
8731,12.20,0.00,15.31
8732,11.77,0.00,14.87
8733,11.30,0.00,14.63
8734,11.55,0.00,14.15
8735,11.12,0.00,0.00
8736,11.12,0.00,0.00
8737,12.65,0.00,0.01
8738,12.13,0.00,0.08
8739,12.53,0.00,0.13
8740,12.75,0.00,0.16
8741,12.78,0.00,0.27
8742,12.73,0.00,0.39
8743,12.62,0.00,17.03
8744,12.47,0.00,15.64
8745,12.50,0.00,0.00
8746,12.57,0.00,0.01
8747,13.03,0.00,0.02
8748,13.58,0.04,0.04
8749,13.97,0.05,0.01
